Sequence	Position	P start	P occupied
TEMP	13668	7.53e-06	0.292
TEMP	13669	1.24e-05	0.290
TEMP	13670	3.02e-05	0.288
TEMP	13671	6.34e-05	0.287
TEMP	13672	0.000143	0.287
TEMP	13673	0.000148	0.286
TEMP	13674	0.000159	0.286
TEMP	13675	8.31e-05	0.285
TEMP	13676	2.97e-05	0.284
TEMP	13677	1.34e-05	0.281
TEMP	13678	6.65e-06	0.277
TEMP	13679	4.04e-06	0.270
TEMP	13680	4.34e-06	0.258
TEMP	13681	8.68e-06	0.247
TEMP	13682	1.87e-05	0.240
TEMP	13683	3.56e-05	0.237
TEMP	13684	3.78e-05	0.235
TEMP	13685	2.5e-05	0.233
TEMP	13686	1.56e-05	0.232
TEMP	13687	8.04e-06	0.231
TEMP	13688	6.13e-06	0.227
TEMP	13689	9.18e-06	0.222
TEMP	13690	1.63e-05	0.215
TEMP	13691	3.74e-05	0.208
TEMP	13692	7.02e-05	0.201
TEMP	13693	0.000111	0.196
TEMP	13694	0.000146	0.194
TEMP	13695	0.00019	0.192
TEMP	13696	0.000136	0.191
TEMP	13697	0.000124	0.190
TEMP	13698	0.000107	0.188
TEMP	13699	0.000117	0.185
TEMP	13700	0.000143	0.181
TEMP	13701	0.000264	0.177
TEMP	13702	0.000418	0.174
TEMP	13703	0.000566	0.173
TEMP	13704	0.000677	0.171
TEMP	13705	0.000684	0.170
TEMP	13706	0.00056	0.170
TEMP	13707	0.000494	0.169
TEMP	13708	0.000484	0.169
TEMP	13709	0.000766	0.168
TEMP	13710	0.00164	0.166
TEMP	13711	0.00231	0.165
TEMP	13712	0.00292	0.163
TEMP	13713	0.00231	0.161
TEMP	13714	0.00162	0.160
TEMP	13715	0.00152	0.160
TEMP	13716	0.000798	0.160
TEMP	13717	0.000715	0.160
TEMP	13718	0.000794	0.160
TEMP	13719	0.00123	0.157
TEMP	13720	0.00183	0.148
TEMP	13721	0.00338	0.139
TEMP	13722	0.00571	0.136
TEMP	13723	0.00552	0.139
TEMP	13724	0.00487	0.143
TEMP	13725	0.00333	0.146
TEMP	13726	0.00281	0.149
TEMP	13727	0.00255	0.150
TEMP	13728	0.00245	0.152
TEMP	13729	0.00319	0.154
TEMP	13730	0.00467	0.157
TEMP	13731	0.00688	0.162
TEMP	13732	0.0136	0.175
TEMP	13733	0.0141	0.189
TEMP	13734	0.015	0.204
TEMP	13735	0.00813	0.212
TEMP	13736	0.00507	0.216
TEMP	13737	0.00315	0.219
TEMP	13738	0.00181	0.221
TEMP	13739	0.00228	0.222
TEMP	13740	0.00312	0.224
TEMP	13741	0.0059	0.228
TEMP	13742	0.0118	0.237
TEMP	13743	0.0192	0.254
TEMP	13744	0.0222	0.276
TEMP	13745	0.0177	0.293
TEMP	13746	0.0113	0.304
TEMP	13747	0.00462	0.307
TEMP	13748	0.00338	0.309
TEMP	13749	0.00432	0.310
TEMP	13750	0.00867	0.311
TEMP	13751	0.0175	0.319
TEMP	13752	0.0302	0.341
TEMP	13753	0.0352	0.372
TEMP	13754	0.0305	0.401
TEMP	13755	0.0225	0.423
TEMP	13756	0.0101	0.432
TEMP	13757	0.00692	0.438
TEMP	13758	0.00603	0.443
TEMP	13759	0.00765	0.447
TEMP	13760	0.0114	0.454
TEMP	13761	0.0244	0.475
TEMP	13762	0.0406	0.513
TEMP	13763	0.0556	0.567
TEMP	13764	0.0701	0.637
TEMP	13765	0.0372	0.674
TEMP	13766	0.0166	0.690
TEMP	13767	0.00789	0.697
TEMP	13768	0.00433	0.701
TEMP	13769	0.00344	0.703
TEMP	13770	0.00317	0.704
TEMP	13771	0.00448	0.707
TEMP	13772	0.00463	0.710
TEMP	13773	0.00555	0.715
TEMP	13774	0.0057	0.721
TEMP	13775	0.00584	0.726
TEMP	13776	0.00492	0.731
TEMP	13777	0.00337	0.734
TEMP	13778	0.00273	0.736
TEMP	13779	0.00251	0.738
TEMP	13780	0.00288	0.740
TEMP	13781	0.00349	0.742
TEMP	13782	0.00522	0.746
TEMP	13783	0.00966	0.755
TEMP	13784	0.0133	0.768
TEMP	13785	0.0144	0.783
TEMP	13786	0.01	0.792
TEMP	13787	0.00602	0.798
TEMP	13788	0.00287	0.799
TEMP	13789	0.00288	0.800
TEMP	13790	0.00287	0.802
TEMP	13791	0.00391	0.805
TEMP	13792	0.00516	0.810
TEMP	13793	0.0071	0.817
TEMP	13794	0.00663	0.823
TEMP	13795	0.00731	0.831
TEMP	13796	0.00564	0.836
TEMP	13797	0.00539	0.842
TEMP	13798	0.00478	0.846
TEMP	13799	0.00509	0.851
TEMP	13800	0.00515	0.856
TEMP	13801	0.00597	0.862
TEMP	13802	0.00548	0.868
TEMP	13803	0.00632	0.874
TEMP	13804	0.00493	0.879
TEMP	13805	0.00386	0.883
TEMP	13806	0.00423	0.887
TEMP	13807	0.00352	0.891
TEMP	13808	0.00369	0.894
TEMP	13809	0.00353	0.898
TEMP	13810	0.00379	0.901
TEMP	13811	0.00512	0.906
TEMP	13812	0.00414	0.910
TEMP	13813	0.0054	0.916
TEMP	13814	0.00479	0.920
TEMP	13815	0.00414	0.925
TEMP	13816	0.00267	0.927
TEMP	13817	0.00223	0.929
TEMP	13818	0.00168	0.931
TEMP	13819	0.000947	0.932
TEMP	13820	0.000788	0.933
TEMP	13821	0.00069	0.933
TEMP	13822	0.000651	0.934
TEMP	13823	0.000469	0.934
TEMP	13824	0.000424	0.934
TEMP	13825	0.000305	0.935
TEMP	13826	0.000182	0.935
TEMP	13827	0.000137	0.935
TEMP	13828	0.000107	0.935
TEMP	13829	0.000188	0.935
TEMP	13830	0.000272	0.936
TEMP	13831	0.000516	0.936
TEMP	13832	0.000529	0.937
TEMP	13833	0.000541	0.937
TEMP	13834	0.000557	0.938
TEMP	13835	0.000398	0.938
TEMP	13836	0.000298	0.938
TEMP	13837	0.00025	0.939
TEMP	13838	0.000188	0.939
TEMP	13839	0.000145	0.939
TEMP	13840	9.07e-05	0.939
TEMP	13841	6.16e-05	0.939
TEMP	13842	6.29e-05	0.939
TEMP	13843	7.55e-05	0.938
TEMP	13844	7.32e-05	0.938
TEMP	13845	7.94e-05	0.938
TEMP	13846	8.6e-05	0.938
TEMP	13847	7.59e-05	0.938
TEMP	13848	5.64e-05	0.938
TEMP	13849	4.76e-05	0.938
TEMP	13850	5.74e-05	0.937
TEMP	13851	6.34e-05	0.937
TEMP	13852	6.25e-05	0.936
TEMP	13853	4.78e-05	0.935
TEMP	13854	3.85e-05	0.935
TEMP	13855	2.56e-05	0.935
TEMP	13856	1.6e-05	0.934
TEMP	13857	1.12e-05	0.932
TEMP	13858	9.67e-06	0.930
TEMP	13859	1.56e-05	0.927
TEMP	13860	2.65e-05	0.925
TEMP	13861	5.06e-05	0.923
TEMP	13862	8.63e-05	0.922
TEMP	13863	0.000199	0.921
TEMP	13864	0.000311	0.921
TEMP	13865	0.000275	0.920
TEMP	13866	0.000274	0.919
TEMP	13867	0.000251	0.918
TEMP	13868	0.00018	0.914
TEMP	13869	0.000215	0.909
TEMP	13870	0.000214	0.904
TEMP	13871	0.000453	0.899
TEMP	13872	0.000926	0.897
TEMP	13873	0.00161	0.896
TEMP	13874	0.00316	0.896
TEMP	13875	0.00437	0.898
TEMP	13876	0.00303	0.898
TEMP	13877	0.00199	0.895
TEMP	13878	0.00139	0.890
TEMP	13879	0.00133	0.878
TEMP	13880	0.000992	0.864
TEMP	13881	0.000952	0.850
TEMP	13882	0.000978	0.843
TEMP	13883	0.00137	0.840
TEMP	13884	0.00168	0.838
TEMP	13885	0.00148	0.838
TEMP	13886	0.000819	0.836
TEMP	13887	0.000457	0.834
TEMP	13888	0.000226	0.828
TEMP	13889	0.000173	0.816
TEMP	13890	0.000185	0.797
TEMP	13891	0.000461	0.776
TEMP	13892	0.00127	0.759
TEMP	13893	0.00382	0.752
TEMP	13894	0.00707	0.754
TEMP	13895	0.0099	0.761
TEMP	13896	0.00694	0.763
TEMP	13897	0.00297	0.758
TEMP	13898	0.0015	0.742
TEMP	13899	0.00124	0.713
TEMP	13900	0.00158	0.679
TEMP	13901	0.0021	0.651
TEMP	13902	0.00457	0.633
TEMP	13903	0.00796	0.630
TEMP	13904	0.0108	0.634
TEMP	13905	0.0112	0.640
TEMP	13906	0.00756	0.639
TEMP	13907	0.00386	0.632
TEMP	13908	0.00196	0.609
TEMP	13909	0.00103	0.570
TEMP	13910	0.000783	0.515
TEMP	13911	0.00121	0.446
TEMP	13912	0.00188	0.411
TEMP	13913	0.00565	0.400
TEMP	13914	0.0103	0.402
TEMP	13915	0.0126	0.411
TEMP	13916	0.0117	0.419
TEMP	13917	0.00567	0.421
TEMP	13918	0.00283	0.420
TEMP	13919	0.00207	0.417
TEMP	13920	0.00159	0.413
TEMP	13921	0.00219	0.410
TEMP	13922	0.00372	0.408
TEMP	13923	0.00485	0.407
TEMP	13924	0.00607	0.410
TEMP	13925	0.00935	0.417
TEMP	13926	0.0104	0.425
TEMP	13927	0.0132	0.435
TEMP	13928	0.0154	0.447
TEMP	13929	0.0119	0.454
TEMP	13930	0.00898	0.453
TEMP	13931	0.0059	0.446
TEMP	13932	0.00376	0.435
TEMP	13933	0.00493	0.430
TEMP	13934	0.00833	0.432
TEMP	13935	0.014	0.443
TEMP	13936	0.0186	0.459
TEMP	13937	0.0185	0.475
TEMP	13938	0.0159	0.487
TEMP	13939	0.00891	0.490
TEMP	13940	0.00632	0.490
TEMP	13941	0.00683	0.490
TEMP	13942	0.00827	0.491
TEMP	13943	0.0129	0.498
TEMP	13944	0.0103	0.503
TEMP	13945	0.00679	0.505
TEMP	13946	0.00476	0.505
TEMP	13947	0.00325	0.503
TEMP	13948	0.0033	0.500
TEMP	13949	0.00367	0.498
TEMP	13950	0.00397	0.496
TEMP	13951	0.00354	0.494
TEMP	13952	0.00258	0.493
TEMP	13953	0.00216	0.491
TEMP	13954	0.00171	0.489
TEMP	13955	0.00244	0.488
TEMP	13956	0.00301	0.488
TEMP	13957	0.00516	0.489
TEMP	13958	0.00655	0.490
TEMP	13959	0.00945	0.496
TEMP	13960	0.0106	0.501
TEMP	13961	0.0103	0.506
TEMP	13962	0.0111	0.513
TEMP	13963	0.0131	0.524
TEMP	13964	0.00968	0.531
TEMP	13965	0.00767	0.537
TEMP	13966	0.0033	0.540
TEMP	13967	0.00202	0.541
TEMP	13968	0.00165	0.542
TEMP	13969	0.00279	0.544
TEMP	13970	0.00522	0.549
TEMP	13971	0.00987	0.558
TEMP	13972	0.0105	0.568
TEMP	13973	0.00884	0.577
TEMP	13974	0.0101	0.587
TEMP	13975	0.00626	0.593
TEMP	13976	0.00504	0.598
TEMP	13977	0.00344	0.601
TEMP	13978	0.00202	0.603
TEMP	13979	0.00129	0.603
TEMP	13980	0.00112	0.604
TEMP	13981	0.00137	0.605
TEMP	13982	0.00273	0.607
TEMP	13983	0.00691	0.614
TEMP	13984	0.0133	0.627
TEMP	13985	0.0123	0.639
TEMP	13986	0.005	0.644
TEMP	13987	0.00141	0.645
TEMP	13988	0.000428	0.645
TEMP	13989	0.000219	0.645
TEMP	13990	0.000291	0.646
TEMP	13991	0.000623	0.646
TEMP	13992	0.00123	0.647
TEMP	13993	0.00257	0.650
TEMP	13994	0.00318	0.653
TEMP	13995	0.00287	0.656
TEMP	13996	0.00215	0.658
TEMP	13997	0.00153	0.659
TEMP	13998	0.001	0.660
TEMP	13999	0.000584	0.661
TEMP	14000	0.000241	0.661
TEMP	14001	0.000134	0.661
TEMP	14002	0.000127	0.661
TEMP	14003	0.000313	0.662
TEMP	14004	0.000988	0.663
TEMP	14005	0.00307	0.666
TEMP	14006	0.00517	0.671
TEMP	14007	0.00451	0.675
TEMP	14008	0.00234	0.677
TEMP	14009	0.00103	0.678
TEMP	14010	0.000353	0.679
TEMP	14011	0.00016	0.678
TEMP	14012	0.000115	0.678
TEMP	14013	0.000147	0.678
TEMP	14014	0.000271	0.678
TEMP	14015	0.000584	0.679
TEMP	14016	0.000794	0.679
TEMP	14017	0.000691	0.680
TEMP	14018	0.000451	0.680
TEMP	14019	0.000319	0.679
TEMP	14020	0.000225	0.678
TEMP	14021	0.000127	0.675
TEMP	14022	0.000188	0.670
TEMP	14023	0.000425	0.668
TEMP	14024	0.00111	0.667
TEMP	14025	0.00245	0.668
TEMP	14026	0.00263	0.669
TEMP	14027	0.00175	0.670
TEMP	14028	0.000963	0.670
TEMP	14029	0.00039	0.669
TEMP	14030	0.000179	0.668
TEMP	14031	9.11e-05	0.667
TEMP	14032	9.09e-05	0.665
TEMP	14033	0.000152	0.665
TEMP	14034	0.000303	0.664
TEMP	14035	0.00049	0.665
TEMP	14036	0.000713	0.665
TEMP	14037	0.000969	0.666
TEMP	14038	0.00102	0.667
TEMP	14039	0.00116	0.667
TEMP	14040	0.00159	0.664
TEMP	14041	0.00193	0.659
TEMP	14042	0.00178	0.651
TEMP	14043	0.00272	0.647
TEMP	14044	0.00244	0.646
TEMP	14045	0.00193	0.647
TEMP	14046	0.0022	0.648
TEMP	14047	0.00186	0.648
TEMP	14048	0.00132	0.647
TEMP	14049	0.000839	0.643
TEMP	14050	0.000646	0.636
TEMP	14051	0.00101	0.626
TEMP	14052	0.00197	0.617
TEMP	14053	0.00311	0.613
TEMP	14054	0.00374	0.613
TEMP	14055	0.00377	0.614
TEMP	14056	0.00232	0.616
TEMP	14057	0.00162	0.616
TEMP	14058	0.00201	0.617
TEMP	14059	0.00154	0.617
TEMP	14060	0.000831	0.612
TEMP	14061	0.000605	0.602
TEMP	14062	0.000538	0.590
TEMP	14063	0.000757	0.579
TEMP	14064	0.0012	0.575
TEMP	14065	0.00173	0.574
TEMP	14066	0.00209	0.574
TEMP	14067	0.00195	0.574
TEMP	14068	0.00155	0.574
TEMP	14069	0.00133	0.571
TEMP	14070	0.000782	0.567
TEMP	14071	0.000732	0.562
TEMP	14072	0.000777	0.553
TEMP	14073	0.00125	0.544
TEMP	14074	0.00269	0.534
TEMP	14075	0.00528	0.523
TEMP	14076	0.00485	0.516
TEMP	14077	0.00295	0.510
TEMP	14078	0.00147	0.506
TEMP	14079	0.000849	0.503
TEMP	14080	0.000602	0.499
TEMP	14081	0.000717	0.491
TEMP	14082	0.000632	0.478
TEMP	14083	0.000736	0.460
TEMP	14084	0.000636	0.442
TEMP	14085	0.000924	0.427
TEMP	14086	0.00176	0.420
TEMP	14087	0.00382	0.417
TEMP	14088	0.0033	0.414
TEMP	14089	0.00266	0.408
TEMP	14090	0.00184	0.397
TEMP	14091	0.00109	0.388
TEMP	14092	0.000931	0.382
TEMP	14093	0.00106	0.378
TEMP	14094	0.00192	0.377
TEMP	14095	0.00229	0.376
TEMP	14096	0.00306	0.375
TEMP	14097	0.00299	0.374
TEMP	14098	0.0028	0.374
TEMP	14099	0.00328	0.374
TEMP	14100	0.00351	0.376
TEMP	14101	0.00364	0.378
TEMP	14102	0.00564	0.381
TEMP	14103	0.00649	0.384
TEMP	14104	0.00781	0.387
TEMP	14105	0.00876	0.389
TEMP	14106	0.0127	0.392
TEMP	14107	0.0114	0.393
TEMP	14108	0.00933	0.392
TEMP	14109	0.00582	0.387
TEMP	14110	0.00421	0.378
TEMP	14111	0.00365	0.372
TEMP	14112	0.00403	0.368
TEMP	14113	0.00381	0.369
TEMP	14114	0.00458	0.372
TEMP	14115	0.00416	0.374
TEMP	14116	0.00384	0.375
TEMP	14117	0.00418	0.374
TEMP	14118	0.00552	0.370
TEMP	14119	0.00452	0.364
TEMP	14120	0.00295	0.358
TEMP	14121	0.00158	0.349
TEMP	14122	0.00122	0.344
TEMP	14123	0.00119	0.340
TEMP	14124	0.00196	0.339
TEMP	14125	0.00367	0.341
TEMP	14126	0.0083	0.348
TEMP	14127	0.0099	0.356
TEMP	14128	0.0109	0.366
TEMP	14129	0.0101	0.373
TEMP	14130	0.00657	0.373
TEMP	14131	0.00459	0.364
TEMP	14132	0.00373	0.356
TEMP	14133	0.00437	0.355
TEMP	14134	0.00643	0.360
TEMP	14135	0.0159	0.376
TEMP	14136	0.032	0.407
TEMP	14137	0.0361	0.443
TEMP	14138	0.0321	0.475
TEMP	14139	0.0144	0.488
TEMP	14140	0.00968	0.495
TEMP	14141	0.00434	0.496
TEMP	14142	0.00257	0.496
TEMP	14143	0.00293	0.497
TEMP	14144	0.00354	0.499
TEMP	14145	0.00723	0.505
TEMP	14146	0.0159	0.520
TEMP	14147	0.0278	0.548
TEMP	14148	0.0249	0.572
TEMP	14149	0.0153	0.588
TEMP	14150	0.00663	0.594
TEMP	14151	0.00371	0.597
TEMP	14152	0.00283	0.596
TEMP	14153	0.00214	0.593
TEMP	14154	0.00187	0.591
TEMP	14155	0.0033	0.592
TEMP	14156	0.00454	0.595
TEMP	14157	0.00864	0.603
TEMP	14158	0.007	0.610
TEMP	14159	0.00605	0.616
TEMP	14160	0.00515	0.621
TEMP	14161	0.0033	0.624
TEMP	14162	0.00179	0.625
TEMP	14163	0.00191	0.627
TEMP	14164	0.00206	0.628
TEMP	14165	0.00216	0.630
TEMP	14166	0.00321	0.633
TEMP	14167	0.00472	0.637
TEMP	14168	0.00728	0.644
TEMP	14169	0.00653	0.651
TEMP	14170	0.0038	0.654
TEMP	14171	0.0017	0.655
TEMP	14172	0.00104	0.653
TEMP	14173	0.000835	0.651
TEMP	14174	0.000806	0.650
TEMP	14175	0.00106	0.650
TEMP	14176	0.00157	0.652
TEMP	14177	0.002	0.653
TEMP	14178	0.00297	0.656
TEMP	14179	0.00216	0.658
TEMP	14180	0.00176	0.660
TEMP	14181	0.00146	0.661
TEMP	14182	0.00111	0.662
TEMP	14183	0.00148	0.663
TEMP	14184	0.00235	0.664
TEMP	14185	0.00326	0.666
TEMP	14186	0.00541	0.670
TEMP	14187	0.00587	0.675
TEMP	14188	0.00643	0.679
TEMP	14189	0.00513	0.683
TEMP	14190	0.00424	0.684
TEMP	14191	0.00349	0.685
TEMP	14192	0.00265	0.686
TEMP	14193	0.00201	0.686
TEMP	14194	0.00214	0.686
TEMP	14195	0.00324	0.688
TEMP	14196	0.00654	0.694
TEMP	14197	0.0116	0.705
TEMP	14198	0.0211	0.725
TEMP	14199	0.0211	0.744
TEMP	14200	0.0223	0.763
TEMP	14201	0.014	0.773
TEMP	14202	0.00765	0.777
TEMP	14203	0.00654	0.781
TEMP	14204	0.00433	0.784
TEMP	14205	0.00571	0.788
TEMP	14206	0.00812	0.794
TEMP	14207	0.0121	0.806
TEMP	14208	0.0138	0.819
TEMP	14209	0.0117	0.830
TEMP	14210	0.0095	0.839
TEMP	14211	0.00933	0.847
TEMP	14212	0.00809	0.853
TEMP	14213	0.00496	0.856
TEMP	14214	0.00422	0.858
TEMP	14215	0.00259	0.859
TEMP	14216	0.00193	0.860
TEMP	14217	0.00274	0.862
TEMP	14218	0.00238	0.864
TEMP	14219	0.00245	0.865
TEMP	14220	0.00236	0.866
TEMP	14221	0.00154	0.865
TEMP	14222	0.00124	0.861
TEMP	14223	0.00115	0.857
TEMP	14224	0.00111	0.856
TEMP	14225	0.00111	0.855
TEMP	14226	0.00133	0.856
TEMP	14227	0.00117	0.856
TEMP	14228	0.00108	0.857
TEMP	14229	0.00118	0.857
TEMP	14230	0.00133	0.858
TEMP	14231	0.00107	0.858
TEMP	14232	0.000753	0.858
TEMP	14233	0.000597	0.857
TEMP	14234	0.000594	0.854
TEMP	14235	0.000975	0.851
TEMP	14236	0.00123	0.850
TEMP	14237	0.0016	0.850
TEMP	14238	0.0025	0.851
TEMP	14239	0.00241	0.853
TEMP	14240	0.0017	0.853
TEMP	14241	0.00116	0.852
TEMP	14242	0.000849	0.851
TEMP	14243	0.000723	0.849
TEMP	14244	0.000662	0.846
TEMP	14245	0.000727	0.844
TEMP	14246	0.000739	0.842
TEMP	14247	0.000934	0.839
TEMP	14248	0.00109	0.837
TEMP	14249	0.00116	0.832
TEMP	14250	0.00169	0.827
TEMP	14251	0.00154	0.821
TEMP	14252	0.00173	0.814
TEMP	14253	0.00164	0.803
TEMP	14254	0.0014	0.793
TEMP	14255	0.00131	0.785
TEMP	14256	0.00139	0.780
TEMP	14257	0.00118	0.777
TEMP	14258	0.000998	0.775
TEMP	14259	0.000795	0.772
TEMP	14260	0.000597	0.768
TEMP	14261	0.000572	0.764
TEMP	14262	0.00063	0.761
TEMP	14263	0.000646	0.758
TEMP	14264	0.000714	0.754
TEMP	14265	0.000813	0.749
TEMP	14266	0.000731	0.746
TEMP	14267	0.000778	0.743
TEMP	14268	0.000931	0.743
TEMP	14269	0.000905	0.743
TEMP	14270	0.000821	0.742
TEMP	14271	0.000719	0.741
TEMP	14272	0.000683	0.738
TEMP	14273	0.000652	0.730
TEMP	14274	0.000854	0.721
TEMP	14275	0.00126	0.712
TEMP	14276	0.002	0.704
TEMP	14277	0.00289	0.700
TEMP	14278	0.00339	0.699
TEMP	14279	0.00257	0.697
TEMP	14280	0.00177	0.695
TEMP	14281	0.000997	0.689
TEMP	14282	0.000476	0.674
TEMP	14283	0.000315	0.642
TEMP	14284	0.000303	0.607
TEMP	14285	0.000514	0.575
TEMP	14286	0.000825	0.561
TEMP	14287	0.00135	0.553
TEMP	14288	0.00177	0.550
TEMP	14289	0.00156	0.549
TEMP	14290	0.00107	0.548
TEMP	14291	0.000603	0.545
TEMP	14292	0.000332	0.538
TEMP	14293	0.000264	0.522
TEMP	14294	0.00025	0.495
TEMP	14295	0.000289	0.470
TEMP	14296	0.000375	0.455
TEMP	14297	0.000572	0.449
TEMP	14298	0.000725	0.446
TEMP	14299	0.0012	0.444
TEMP	14300	0.00222	0.444
TEMP	14301	0.00211	0.445
TEMP	14302	0.00245	0.444
TEMP	14303	0.0017	0.441
TEMP	14304	0.00151	0.434
TEMP	14305	0.00125	0.428
TEMP	14306	0.00152	0.424
TEMP	14307	0.00196	0.420
TEMP	14308	0.00293	0.420
TEMP	14309	0.00293	0.421
TEMP	14310	0.00214	0.421
TEMP	14311	0.00117	0.421
TEMP	14312	0.001	0.419
TEMP	14313	0.000846	0.417
TEMP	14314	0.000761	0.413
TEMP	14315	0.000995	0.407
TEMP	14316	0.00117	0.401
TEMP	14317	0.00105	0.399
TEMP	14318	0.00073	0.398
TEMP	14319	0.000527	0.397
TEMP	14320	0.000382	0.397
TEMP	14321	0.000535	0.396
TEMP	14322	0.000628	0.396
TEMP	14323	0.00114	0.396
TEMP	14324	0.00197	0.396
TEMP	14325	0.00225	0.395
TEMP	14326	0.00231	0.395
TEMP	14327	0.00271	0.396
TEMP	14328	0.00225	0.397
TEMP	14329	0.00207	0.398
TEMP	14330	0.00303	0.399
TEMP	14331	0.0026	0.399
TEMP	14332	0.00209	0.398
TEMP	14333	0.0019	0.395
TEMP	14334	0.00206	0.391
TEMP	14335	0.00218	0.387
TEMP	14336	0.00353	0.385
TEMP	14337	0.00457	0.385
TEMP	14338	0.00485	0.387
TEMP	14339	0.00858	0.393
TEMP	14340	0.0103	0.401
TEMP	14341	0.00912	0.408
TEMP	14342	0.0108	0.416
TEMP	14343	0.00796	0.417
TEMP	14344	0.0095	0.415
TEMP	14345	0.0156	0.409
TEMP	14346	0.0184	0.407
TEMP	14347	0.0199	0.404
TEMP	14348	0.0211	0.411
TEMP	14349	0.0153	0.419
TEMP	14350	0.00857	0.421
TEMP	14351	0.00496	0.422
TEMP	14352	0.00382	0.420
TEMP	14353	0.00484	0.417
TEMP	14354	0.0057	0.410
TEMP	14355	0.00861	0.405
TEMP	14356	0.0133	0.407
TEMP	14357	0.0203	0.417
TEMP	14358	0.0162	0.424
TEMP	14359	0.0147	0.431
TEMP	14360	0.0099	0.436
TEMP	14361	0.00959	0.441
TEMP	14362	0.0084	0.447
TEMP	14363	0.00816	0.453
TEMP	14364	0.011	0.461
TEMP	14365	0.0128	0.472
TEMP	14366	0.0118	0.481
TEMP	14367	0.0112	0.490
TEMP	14368	0.00894	0.497
TEMP	14369	0.00784	0.504
TEMP	14370	0.00731	0.510
TEMP	14371	0.00517	0.514
TEMP	14372	0.0075	0.521
TEMP	14373	0.0102	0.530
TEMP	14374	0.0118	0.540
TEMP	14375	0.0111	0.550
TEMP	14376	0.0111	0.560
TEMP	14377	0.00906	0.568
TEMP	14378	0.00602	0.573
TEMP	14379	0.00337	0.575
TEMP	14380	0.0023	0.577
TEMP	14381	0.0016	0.578
TEMP	14382	0.00137	0.578
TEMP	14383	0.00153	0.579
TEMP	14384	0.00162	0.579
TEMP	14385	0.00132	0.578
TEMP	14386	0.00184	0.577
TEMP	14387	0.0018	0.577
TEMP	14388	0.00169	0.578
TEMP	14389	0.0024	0.579
TEMP	14390	0.0033	0.582
TEMP	14391	0.00554	0.587
TEMP	14392	0.00766	0.594
TEMP	14393	0.00804	0.601
TEMP	14394	0.00709	0.607
TEMP	14395	0.00536	0.611
TEMP	14396	0.00383	0.614
TEMP	14397	0.00282	0.615
TEMP	14398	0.0023	0.616
TEMP	14399	0.00209	0.616
TEMP	14400	0.00199	0.617
TEMP	14401	0.00218	0.617
TEMP	14402	0.00198	0.618
TEMP	14403	0.00154	0.618
TEMP	14404	0.00181	0.619
TEMP	14405	0.00265	0.621
TEMP	14406	0.00312	0.623
TEMP	14407	0.00339	0.626
TEMP	14408	0.00292	0.628
TEMP	14409	0.00241	0.630
TEMP	14410	0.00214	0.631
TEMP	14411	0.00217	0.633
TEMP	14412	0.00159	0.633
TEMP	14413	0.00153	0.634
TEMP	14414	0.0015	0.635
TEMP	14415	0.00161	0.636
TEMP	14416	0.00237	0.637
TEMP	14417	0.00318	0.640
TEMP	14418	0.00455	0.643
TEMP	14419	0.00619	0.649
TEMP	14420	0.00881	0.657
TEMP	14421	0.00652	0.663
TEMP	14422	0.006	0.667
TEMP	14423	0.00723	0.673
TEMP	14424	0.00629	0.676
TEMP	14425	0.00377	0.676
TEMP	14426	0.0024	0.676
TEMP	14427	0.00195	0.676
TEMP	14428	0.00161	0.677
TEMP	14429	0.00165	0.678
TEMP	14430	0.00136	0.679
TEMP	14431	0.00143	0.680
TEMP	14432	0.0019	0.682
TEMP	14433	0.00188	0.683
TEMP	14434	0.00203	0.684
TEMP	14435	0.00263	0.684
TEMP	14436	0.00366	0.686
TEMP	14437	0.00467	0.690
TEMP	14438	0.00467	0.694
TEMP	14439	0.0051	0.699
TEMP	14440	0.00471	0.703
TEMP	14441	0.00258	0.706
TEMP	14442	0.00158	0.707
TEMP	14443	0.00129	0.708
TEMP	14444	0.00155	0.709
TEMP	14445	0.00161	0.710
TEMP	14446	0.00193	0.710
TEMP	14447	0.00179	0.710
TEMP	14448	0.00164	0.710
TEMP	14449	0.00142	0.709
TEMP	14450	0.00112	0.708
TEMP	14451	0.00117	0.708
TEMP	14452	0.00168	0.708
TEMP	14453	0.00174	0.708
TEMP	14454	0.00165	0.708
TEMP	14455	0.00168	0.707
TEMP	14456	0.00175	0.706
TEMP	14457	0.00194	0.705
TEMP	14458	0.00252	0.707
TEMP	14459	0.00199	0.708
TEMP	14460	0.00224	0.709
TEMP	14461	0.00206	0.710
TEMP	14462	0.00154	0.711
TEMP	14463	0.00143	0.711
TEMP	14464	0.00147	0.712
TEMP	14465	0.00153	0.712
TEMP	14466	0.00194	0.714
TEMP	14467	0.00228	0.716
TEMP	14468	0.00167	0.717
TEMP	14469	0.00145	0.718
TEMP	14470	0.00106	0.718
TEMP	14471	0.00112	0.717
TEMP	14472	0.0011	0.716
TEMP	14473	0.00149	0.715
TEMP	14474	0.00154	0.714
TEMP	14475	0.00174	0.713
TEMP	14476	0.00183	0.713
TEMP	14477	0.00141	0.711
TEMP	14478	0.00111	0.710
TEMP	14479	0.000947	0.709
TEMP	14480	0.000756	0.707
TEMP	14481	0.000594	0.706
TEMP	14482	0.000638	0.704
TEMP	14483	0.000739	0.702
TEMP	14484	0.00114	0.698
